x1,x2,objective_val
-1.413,-9.775,-0.9277384002156402
-1.414,1.909,-0.5298645989936674
-1.419,4.139,-0.563605332178759
-1.419,0.831,0.24641268676156158
-1.413,-8.804,-0.8036118494274792
-1.412,3.068,-1.0589839763410693
-1.415,2.823,-1.030640400697879
-1.411,9.15,-0.9504304351481957
